Show_ID,Type,Title,Director,Actor1,Actor2,Actor3,Actor4,Actor5,Country1,Country2,Country3,Date_Added,Release_Year,Rating,Duration,Gener1,Gener2,Gener3,Description,Year
s2528,TV Show,Sleepless Society: Two Pillows & A Lost Soul,Sivaroj Kongsakul,Numthip Jongrachatawiboon,Vorarit Fuangarom,Bhumibhat Thavornsiri,Thanongsak Suphakan,Kanjanaporn Plodpai,Thailand,Unknown,Unknown,15-05-2020,2020,TV-MA,1 Season,Crime TV Shows,International TV Shows,TV Dramas,A motivational speaker about to divorce her abusive husband wakes up from a wild party one morning to find a dead body.,2020
s2529,TV Show,Strangers from Hell,Unknown,Lee Dong-wook,Im Si-wan,Lee Jung-eun,Lee Hyun-wook,Park Jong-hwan,South Korea,Unknown,Unknown,15-05-2020,2019,TV-MA,1 Season,International TV Shows,Korean TV Shows,TV Horror,Unpleasant events disturb the life of an aspiring crime fiction writer when he becomes a resident of an apartment building teeming with shady neighbors.,2020
s2530,TV Show,The Wiggles,Unknown,Anthony Field,Lachlan Gillespie,Simon Pryce,Emma Watkins,Paul Paddick,Australia,Unknown,Unknown,15-05-2020,2015,TV-Y,2 Seasons,Kids' TV,Unknown,Unknown,"The top band for preschool kids, The Wiggles, entertains tots with spirited music, simple choreography and whimsical adventures.",2020
s2531,TV Show,White Lines,Unknown,Laura Haddock,Nuno Lopes,Marta Milans,Laurence Fox,Daniel Mays,United Kingdom,Spain,Unknown,15-05-2020,2020,TV-MA,1 Season,British TV Shows,Crime TV Shows,International TV Shows,"Zoe Walker leaves her quiet life behind to investigate her brother's disappearance in Ibiza, where she quickly heads down a decadent and dangerous path.",2020
s2532,Movie,Dilan 1990,"Fajar Bustomi, Pidi Baiq",Vanesha Prescilla,Iqbaal Ramadhan,Debo Andryos,Giulio Parengkuan,Omara Esteghlal,Indonesia,Unknown,Unknown,14-05-2020,2018,TV-14,109 min,Dramas,International Movies,Romantic Movies,"At a Bandung high school, charming and rebellious Dilan vies for the affections of shy new student Milea.",2020
s2533,Movie,Dilan 1991,"Fajar Bustomi, Pidi Baiq",Iqbaal Ramadhan,Vanesha Prescilla,Ira Wibowo,Bucek Depp,Happy Salma,Indonesia,Unknown,Unknown,14-05-2020,2019,TV-14,118 min,Dramas,International Movies,Romantic Movies,"Dilan's involvement in the motorbike gang imperils his relationship with Milea, whose distant relative returns from Belgium.",2020
s2534,Movie,Fan of Amoory,Salmeen AlMurry Amer,AlMulla AbdulRahman,Mansour Al Felei,Abdullah Bin Heider,Alhamadi Hamad,Alzaabi Matar,United Arab Emirates,Unknown,Unknown,14-05-2020,2018,TV-G,109 min,Children & Family Movies,Dramas,International Movies,"Inspired by his idol Omar Abdulrahman, a young boy navigates obstacles as he chases his dream of becoming a professional soccer player.",2020
s2535,Movie,Malang,Mohit Suri,Anil Kapoor,Aditya Roy Kapur,Disha Patani,Kunal Khemu,Makrand Deshpande,India,Unknown,Unknown,14-05-2020,2020,TV-MA,131 min,Action & Adventure,International Movies,Romantic Movies,"Years after a police encounter separates him from his lover, an angry young man goes on a killing spree, with an equally vengeful cop on his heels.",2020
s2536,Movie,Match,Obaid Alhmoudi,Mahmood Bin Shamsan,Waleed Alyasi,Sawsan Saad,Unknown,Unknown,Unknown,Unknown,Unknown,14-05-2020,2017,TV-14,91 min,Dramas,International Movies,Unknown,"After living with a criminal father, two brothers on different paths head for a direct collision when an intriguing woman enters both of their lives.",2020
s2537,Movie,Rencor tatuado,Julián Hernández,Diana Lein,Irving Peña,César Romero,César Ramos,Giovanna Zacarías,Mexico,Unknown,Unknown,14-05-2020,2018,TV-MA,152 min,Dramas,Independent Movies,International Movies,"Armed with a thirst for revenge, a vigilante makes justice her business after being hired by various women to seduce and humiliate their rapists.",2020
s2538,Movie,The Delivery Boy,Adekunle Nodash Adejuyigbe,Jamal Ibrahim,Jemima Osunde,Charles Etubiebi,Jude Chukwuka,Chris Iheuwa,Nigeria,Unknown,Unknown,14-05-2020,2018,TV-14,67 min,International Movies,Thrillers,Unknown,A teen criminal and a young sex worker forge an unlikely alliance during a night that forces them to confront painful pasts and crises of conscience.,2020
s2539,Movie,Wedy Atkalam,Sadeq Behbehani,Abdulmohsen Al-Qaffas,Jamal Alradhan,Jassim Al Nabhan,Layla Abdullah,Khaled Al-Buraiki,Kuwait,Unknown,Unknown,14-05-2020,2018,TV-PG,72 min,Comedies,Dramas,International Movies,"A socially conscious film director struggles with his career as he faces numerous obstacles, including his social media-friendly significant other.",2020
s2540,Movie,Fire in the Blood,Dylan Mohan Gray,William Hurt,Unknown,Unknown,Unknown,Unknown,India,Unknown,Unknown,13-05-2020,2012,TV-14,83 min,Documentaries,International Movies,Unknown,Dylan Mohan Gray examines Africa's AIDS crisis and activists' battle with pharmaceutical companies to make life-saving HIV drugs more affordable.,2020
s2541,Movie,The Wrong Missy,Tyler Spindel,David Spade,Lauren Lapkus,Nick Swardson,Geoff Pierson,Jackie Sandler,United States,Unknown,Unknown,13-05-2020,2020,TV-MA,90 min,Comedies,Romantic Movies,Unknown,"Tim thinks he's invited the woman of his dreams on a work retreat to Hawaii, realizing too late he mistakenly texted someone from a nightmare blind date.",2020
s2542,Movie,Ali & Alia,Hussein El Ansary,Khalifa Albhri,Neven Madi,Talal Mahmood,Sawsan Saad,Fatma Hassan,United Arab Emirates,Unknown,Unknown,12-05-2020,2019,TV-14,106 min,Dramas,International Movies,Romantic Movies,Drugs and addiction endanger the love — and lives — of two childhood sweethearts struggling to survive the perils of a precarious world.,2020
s2543,TV Show,True: Terrific Tales,Unknown,Michela Luci,Jamie Watson,Eric Peterson,Anna Claire Bartlam,Nicolas Aqui,Canada,Unknown,Unknown,12-05-2020,2020,TV-Y,1 Season,Kids' TV,Unknown,Unknown,"Through the magic of the Story Spinner, True and her friends create their own versions of Pinocchio, Little Red Riding Hood and other classic tales.",2020
s2544,Movie,Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend,Claire Scanlon,Ellie Kemper,Jane Krakowski,Tituss Burgess,Carol Kane,Jon Hamm,United States,Unknown,Unknown,12-05-2020,2020,TV-14,190 min,Comedies,Unknown,Unknown,"It's an interactive Kimmy special! Kimmy's getting married, but first she has to foil the Reverend's evil plot. It's your move: What should she do next?",2020
s2545,Movie,Action Replayy,Vipul Amrutlal Shah,Akshay Kumar,Aishwarya Rai Bachchan,Om Puri,Kiron Kher,Neha Dhupia,India,Unknown,Unknown,11-05-2020,2010,TV-PG,129 min,Children & Family Movies,Comedies,International Movies,"Sick of his parents’ constant squabbling, a young man travels back in time to the onset of their romance, with plans to set them up for marital bliss.",2020
s2546,Movie,Andaz Apna Apna,Rajkumar Santoshi,Aamir Khan,Salman Khan,Raveena Tandon,Karisma Kapoor,Paresh Rawal,India,Unknown,Unknown,11-05-2020,1994,TV-14,160 min,Action & Adventure,Comedies,Cult Movies,"Broke and with no concrete plans for the future, two young men discover that a stunning heiress lives nearby and try to charm her into marriage.",2020
s2547,TV Show,Bordertown,Unknown,Ville Virtanen,Matleena Kuusniemi,Anu Sinisalo,Lenita Susi,Kristiina Halttu,Finland,France,Unknown,11-05-2020,2019,TV-MA,3 Seasons,Crime TV Shows,International TV Shows,TV Dramas,A gifted detective takes a job in a small town so he can spend more time with his family. But he's soon drawn into a web of disturbing murder cases.,2020
s2548,Movie,Have a Good Trip: Adventures in Psychedelics,Donick Cary,Nick Offerman,Adam Scott,Unknown,Unknown,Unknown,United States,Unknown,Unknown,11-05-2020,2020,TV-MA,86 min,Documentaries,Unknown,Unknown,"Explore hallucinogenic highs and lows as celebrities share funny, mind-blowing tales via animations, reenactments and more in this documentary.",2020
s2549,TV Show,Trial By Media,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,United States,Unknown,Unknown,11-05-2020,2020,TV-MA,1 Season,Crime TV Shows,Docuseries,Unknown,"In this true crime docuseries, some of the most dramatic trials of all time are examined with an emphasis on how the media may have impacted verdicts.",2020
s2550,Movie,John Henry,Will Forbes,Terry Crews,Ludacris,Jamila Velazquez,J.J. Soria,Ken Foree,United States,Unknown,Unknown,09-05-2020,2020,R,92 min,Dramas,Thrillers,Unknown,A reformed LA gang member upends his peaceful new life when he steps in to protect two young immigrants from his violent former leader.,2020
s2551,Movie,18 Presents,Francesco Amato,Vittoria Puccini,Benedetta Porcaroli,Edoardo Leo,Sara Lazzaro,Marco Messeri,Italy,Unknown,Unknown,08-05-2020,2020,TV-MA,114 min,Dramas,Independent Movies,International Movies,A pregnant mother with terminal cancer leaves behind 18 sentimental gifts for her unborn daughter to receive every birthday until she reaches womanhood.,2020
s2552,TV Show,Dead to Me,Unknown,Christina Applegate,Linda Cardellini,James Marsden,Max Jenkins,Sam McCarthy,United States,Unknown,Unknown,08-05-2020,2020,TV-MA,2 Seasons,TV Comedies,TV Dramas,Unknown,A hotheaded widow searching for the hit-and-run driver who mowed down her husband befriends an eccentric optimist who isn't quite what she seems.,2020
s2553,TV Show,Restaurants on the Edge,Unknown,Nick Liberato,Karin Bohn,Dennis Prescott,Unknown,Unknown,Canada,Unknown,Unknown,08-05-2020,2020,TV-14,2 Seasons,International TV Shows,Reality TV,Unknown,Three food and design experts travel the world to revive failing restaurants by connecting them to the local culture beyond their gorgeous views.,2020
s2554,TV Show,The Eddy,"Damien Chazelle, Houda Benyamina, Laïla Marrakchi, Alan Poul",André Holland,Joanna Kulig,Amandla Stenberg,Leïla Bekhti,Tahar Rahim,United Kingdom,Germany,United States,08-05-2020,2020,TV-MA,1 Season,International TV Shows,TV Dramas,Unknown,"The owner of a Paris jazz club gets tangled up with dangerous criminals as he fights to protect his business, his band and his teenage daughter.",2020
s2555,TV Show,The Hollow,Unknown,Adrian Petriw,Ashleigh Ball,Connor Parnall,Mark Hildreth,Alex Barima,Canada,Unknown,Unknown,08-05-2020,2020,TV-Y7,2 Seasons,Kids' TV,TV Thrillers,Unknown,"Three teens join forces to find a way home after waking up in a strange realm filled with magic portals, perplexing puzzles and vicious beasts.",2020
s2556,Movie,Aerials,S.A. Zaidi,Saga Alyasery,Ana Druzhynina,Mansour Al Felei,Mohammad Abu Diak,Pascale Matar,United Arab Emirates,Unknown,Unknown,07-05-2020,2016,TV-14,90 min,International Movies,Sci-Fi & Fantasy,Unknown,Dubai residents struggle to figure out why a fleet of alien spaceships are hovering over their city when all contact with the outside world is cut off.,2020
s2557,Movie,In Paradox,Hamad AlSarraf,Faisal Al Omairi,Jafra Younes,Samr Ismaiel,Ghanim Alzerlli,Jaber Jokhadar,Kuwait,Unknown,Unknown,07-05-2020,2019,TV-14,94 min,International Movies,Sci-Fi & Fantasy,Thrillers,"On the run from assailants, a man desperately seeks to take control of his strange memories before they consume his life — and sanity.",2020
s2558,TV Show,Scissor Seven,He Xiaofeng,He Xiaofeng,Jiang Guangtao,Duan Yixuan,Zhu Rongrong,Wen Sen,China,Unknown,Unknown,07-05-2020,2020,TV-MA,2 Seasons,International TV Shows,TV Action & Adventure,TV Comedies,"Seeking to recover his memory, a scissor-wielding, hairdressing, bungling quasi-assassin stumbles into a struggle for power among feuding factions.",2020
s2559,Movie,Si Doel the Movie,Rano Karno,Rano Karno,Mandra Naih,Cornelia Agatha,Maudy Koesnaedi,Aminah Tjendrakasih,Indonesia,Unknown,Unknown,07-05-2020,2018,TV-PG,86 min,Dramas,International Movies,Unknown,"Fourteen years after the woman he loved left him, a married man ventures to Amsterdam to find her but must decide where his heart lies.",2020
s2560,Movie,Becoming,Nadia Hallgren,Michelle Obama,Unknown,Unknown,Unknown,Unknown,United States,Unknown,Unknown,06-05-2020,2020,PG,89 min,Documentaries,Unknown,Unknown,"Join former first lady Michelle Obama in an intimate documentary looking at her life, hopes and connection with others as she tours with ""Becoming.""",2020
s2561,Movie,"Sí, Mi Amor",Pedro Flores Maldonado,Yiddá Eslava,Julián Zucchi,Andrés Salas,Magdyel Ugaz,Pietro Sibille,Unknown,Unknown,Unknown,06-05-2020,2020,TV-MA,107 min,Comedies,International Movies,Romantic Movies,A blindsided boyfriend must prove his fidelity when his girlfriend spontaneously dumps him after suspecting him of cheating.,2020
s2562,Movie,Jerry Seinfeld: 23 Hours To Kill,Joe DeMaio,Jerry Seinfeld,Unknown,Unknown,Unknown,Unknown,United States,Unknown,Unknown,05-05-2020,2020,TV-PG,61 min,Stand-Up Comedy,Unknown,Unknown,"Jerry Seinfeld takes the stage in New York and tackles talking vs. texting, bad buffets vs. so-called ""great"" restaurants and the magic of Pop Tarts.",2020
s2563,Movie,Arctic Dogs,Aaron Woodley,Jeremy Renner,Heidi Klum,James Franco,John Cleese,Omar Sy,India,United Kingdom,China,04-05-2020,2019,PG,93 min,Children & Family Movies,Comedies,Unknown,"When he stumbles upon evil Otto Von Walrus's scheme to melt the Arctic, ambitious delivery fox Swifty assembles a ragtag crew to protect the planet.",2020
s2564,Movie,Luccas Neto em: Acampamento de Férias 2,Lucas Margutti,Luccas Neto,Giovanna Alparone,Jéssica Diehl,Vivian Duarte,Unknown,Brazil,Unknown,Unknown,04-05-2020,2020,TV-G,81 min,Children & Family Movies,Comedies,Music & Musicals,"Luccas and his band of buddies make music and mischief at a new summer camp, where they face off with talented rivals and their tough coach.",2020
s2565,Movie,One Day: Justice Delivered,Ashok Nanda,Anupam Kher,Esha Gupta,Kumud Mishra,Kashyap Bharbhaya,Anusmiritu Sarkar,India,Unknown,Unknown,03-05-2020,2019,TV-14,120 min,Dramas,International Movies,Unknown,"A former judge in retirement finds and punishes the culprits he could not convict in court, spurring a crime branch officer to investigate.",2020
s2566,TV Show,Almost Happy,Hernán Guerschuny,Sebastián Wainraich,Natalie Pérez,Santiago Korovsky,Unknown,Unknown,Argentina,Unknown,Unknown,02-05-2020,2020,TV-MA,1 Season,International TV Shows,Spanish-Language TV Shows,TV Comedies,"Sebastián is a radio show host of modest fame, trying to find a way in the world as he deals with his ex-wife (whom he still loves) and two kids.",2020
s2567,Movie,Bennett's War,Alex Ranarivelo,Michael Roark,Trace Adkins,Ali Afshar,Allison Paige,Tony Panterra,United States,Unknown,Unknown,02-05-2020,2019,PG-13,94 min,Dramas,Sports Movies,Unknown,A medically discharged soldier attempts an improbable return to motorcycle racing to win enough prize money to save his father's farm.,2020
s2568,Movie,Death Can Wait,Fernando Ayllón,Ricardo Quevedo,Nelson Polanía,Liss Pereira,Brian Moreno,Ana Cristina Botero,Colombia,Unknown,Unknown,02-05-2020,2020,TV-14,91 min,Comedies,International Movies,Unknown,"After learning he may die soon, a modest accountant pulls off a shady money scheme and heads to Europe, where he's faced with a life-or-death situation.",2020
s2569,TV Show,Hangar 1: The UFO Files,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,02-05-2020,2015,TV-PG,1 Season,Docuseries,Unknown,Unknown,Researchers add context and clarity to UFO mysteries and conspiracy theories as they unpack clues in a trove of files covering decades of sightings.,2020
s2570,TV Show,Hoarders,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,02-05-2020,2020,TV-PG,1 Season,Reality TV,Unknown,Unknown,"This reality series enters the worlds of compulsive hoarders, whose addiction to acquisition overwhelms not just their homes but also their lives.",2020
s2571,Movie,Lady Driver,Shaun Paul Piccinino,Grace Van Dien,Sean Patrick Flanery,Christina Moore,Casper Van Dien,Amanda Detmer,United States,Unknown,Unknown,02-05-2020,2019,PG,104 min,Dramas,Sports Movies,Unknown,"When a rebellious teen searches for her unknown roots, it leads her to the sport of dirt track racing and a discovery she didn't expect.",2020
s2572,Movie,Mike Birbiglia: My Girlfriend's Boyfriend,Seth Barrish,Mike Birbiglia,Unknown,Unknown,Unknown,Unknown,United States,Unknown,Unknown,02-05-2020,2013,TV-14,76 min,Stand-Up Comedy,Unknown,Unknown,"On this painfully honest but hilarious journey, Birbiglia struggles to find reason in an area where it may be impossible to find: love.",2020
s2573,Movie,Roped,Shaun Paul Piccinino,Josh Swickard,Casper Van Dien,Lorynn York,Christina Moore,John Schneider,United States,Unknown,Unknown,02-05-2020,2020,PG,90 min,Children & Family Movies,Dramas,Romantic Movies,A star cowboy in a traveling rodeo gets thrown off course when he falls in love with the daughter of a tough-minded town councilman.,2020
s2574,Movie,The Stand at Paxton County,Brett Hedlund,Jacqueline Toboni,Michael O'Neill,Tyler Jacob Moore,Christopher McDonald,Sean O'Bryan,United States,Unknown,Unknown,02-05-2020,2020,R,103 min,Dramas,Independent Movies,Thrillers,A military veteran comes home to find her father harassed by a sheriff intent on confiscating the livestock on their ranch under shady pretenses.,2020
s2575,TV Show,The Universe: Ancient Mysteries Solved,Unknown,Erik Thompson,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,02-05-2020,2015,TV-PG,1 Season,Docuseries,Science & Nature TV,Unknown,"From astronomical events to shapes and patterns in space, strange and wonderful phenomena are explored with modern science in this series.",2020
s2576,TV Show,WWII in HD,Unknown,Gary Sinise,Rob Lowe,Josh Lucas,Justin Bartha,Amy Smart,United States,Unknown,Unknown,02-05-2020,2009,TV-14,1 Season,Docuseries,Unknown,Unknown,Rare color footage interwoven with firsthand interviews and diary entries bring to life the global sweep of World War II via those who were there.,2020
s2577,Movie,All Day and a Night,Joe Robert Cole,Jeffrey Wright,Ashton Sanders,Regina Taylor,Yahya Abdul-Mateen II,Isaiah John,United States,Unknown,Unknown,01-05-2020,2020,R,122 min,Dramas,Independent Movies,Unknown,"While serving life in prison, a young man looks back at the people, the circumstances and the system that set him on the path toward his crime.",2020
s2578,Movie,Cracked Up: The Darrell Hammond Story,Michelle Esrick,Darrell Hammond,Unknown,Unknown,Unknown,Unknown,United States,Unknown,Unknown,01-05-2020,2018,TV-MA,97 min,Documentaries,Unknown,Unknown,"""Saturday Night Live"" star Darrell Hammond reveals the extreme abuse he suffered during childhood, a trauma that nearly destroyed his life as an adult.",2020
s2579,Movie,Get In,Olivier Abbou,Adama Niane,Stéphane Caillard,Paul Hamy,Eddy Leduc,Hubert Delattre,France,Belgium,Unknown,01-05-2020,2019,TV-MA,98 min,International Movies,Thrillers,Unknown,"When he returns from vacation and finds his home occupied by squatters, a family man is caught in a conflict that escalates to terrifying heights.",2020
s2580,Movie,Go! Go! Cory Carson: The Chrissy,"Alex Woo, Stanley Moore",Alan C. Lim,Maisie Benson,Kerry Gudjohnsen,Terrance Smith,Paul Killam,United States,Unknown,Unknown,01-05-2020,2020,TV-Y,42 min,Children & Family Movies,Unknown,Unknown,"The Carson kids win a talent show with a dance that Cory created. But when ""The Chrissy"" catches on, his little sister gets all of the attention.",2020
s2581,TV Show,Hollywood,Unknown,David Corenswet,Darren Criss,Patti LuPone,Jeremy Pope,Jim Parsons,United States,Unknown,Unknown,01-05-2020,2020,TV-MA,1 Season,TV Dramas,Unknown,Unknown,"In post-World War II Hollywood, an ambitious group of aspiring actors and filmmakers will do almost anything to make their showbiz dreams come true.",2020
s2582,Movie,I Am Divine,Jeffrey Schwarz,Unknown,Unknown,Unknown,Unknown,Unknown,United States,Unknown,Unknown,01-05-2020,2013,TV-MA,90 min,Documentaries,LGBTQ Movies,Unknown,This captivating documentary explores the life and work of filmmaker John Waters's muse: internationally celebrated drag superstar Divine.,2020
s2583,Movie,Madagascar: Escape 2 Africa,"Eric Darnell, Tom McGrath",Ben Stiller,Chris Rock,David Schwimmer,Jada Pinkett Smith,Sacha Baron Cohen,United States,Unknown,Unknown,01-05-2020,2008,PG,91 min,Children & Family Movies,Comedies,Unknown,"A botched rescue strands Alex the lion and his companions in Africa. Sadly, Alex discovers he has little in common with the locals.",2020
s2584,TV Show,Masha and the Bear,Unknown,Alina Kukushkina,Boris Kutnevich,Giselle Nieto,Elsie Fisher,Unknown,Russia,Unknown,Unknown,01-05-2020,2019,TV-Y,4 Seasons,Kids' TV,Unknown,Unknown,"Lively little Masha lives near the forest, where she has many wonderful adventures with her best friend, a bear who used to be in the circus.",2020
s2585,Movie,Material,Craig Freimond,Vincent Ebrahim,Riaad Moosa,Joey Rasdien,Denise Newman,Krijay Govender,South Africa,Unknown,Unknown,01-05-2020,2012,TV-14,94 min,Comedies,Dramas,International Movies,"A dutiful son must hide his pursuit of stand-up comedy from his staunch father, who expects him to inherit his store and uphold their Muslim beliefs.",2020
s2586,TV Show,Medici: Masters of Florence,Unknown,Richard Madden,Dustin Hoffman,Stuart Martin,Annabel Scholey,Unknown,Italy,United Kingdom,France,01-05-2020,2019,TV-MA,3 Seasons,International TV Shows,TV Dramas,Unknown,"After his father's murder, banking heir Cosimo Medici battles opponents of his artistic, economic and political visions for 15th-century Florence.",2020
s2587,TV Show,Monthly Girls' Nozaki Kun,Unknown,Yuichi Nakamura,Ari Ozawa,Nobuhiko Okamoto,Yuki Ono,Ryohei Kimura,Japan,Unknown,Unknown,01-05-2020,2014,TV-PG,1 Season,Anime Series,Romantic TV Shows,Unknown,Art imitates life when Chiyo discovers her crush is a famous artist who wants to use their budding relationship as inspiration for his romantic manga.,2020
s2588,Movie,Mrs. Serial Killer,Shirish Kunder,Jacqueline Fernandez,Manoj Bajpayee,Mohit Raina,Zayn Marie Khan,Unknown,India,Unknown,Unknown,01-05-2020,2020,TV-MA,107 min,International Movies,Thrillers,Unknown,"When a doctor gets jailed for a string of shocking murders, his loyal wife sets out to commit a copycat crime to prove his innocence.",2020
s2589,TV Show,Oh Yuck,Unknown,Kayne Tremills,Nia Roam,David Collins,Shane Dundas,Unknown,Canada,Unknown,Unknown,01-05-2020,2020,TV-G,1 Season,Kids' TV,TV Comedies,Unknown,"Using a concoction of cartoons, comedy and live action, Dr. Yuck and his eccentric lab mates investigate the science behind the planet's ickiest things.",2020
s2590,Movie,Psycho,Mysskin,Udhayanidhi Stalin,Aditi Rao Hydari,Nithya Menon,Ram,Rajkumar Pitchumani,India,Unknown,Unknown,01-05-2020,2020,TV-MA,143 min,Horror Movies,International Movies,Thrillers,"As a visually impaired man attempts to rescue his love interest from a serial killer, the dark story behind the murderer’s disturbing psyche emerges.",2020
s2591,TV Show,Reckoning,Unknown,Aden Young,Sam Trammell,Simone Kessell,Laura Gordon,Gloria Garayua,Australia,United States,Unknown,01-05-2020,2019,TV-MA,1 Season,Crime TV Shows,TV Dramas,TV Mysteries,"When a local teen is murdered in their quiet, suburban community, two fathers intent on protecting their families must contend with their inner demons.",2020
s2592,Movie,The Half Of It,Alice Wu,Leah Lewis,Daniel Diemer,Alexxis Lemire,Wolfgang Novogratz,Collin Chou,United States,Unknown,Unknown,01-05-2020,2020,PG-13,105 min,Comedies,Dramas,LGBTQ Movies,"When smart but cash-strapped teen Ellie Chu agrees to write a love letter for a jock, she doesn't expect to become his friend — or fall for his crush.",2020
s2593,Movie,The Heartbreak Kid,"Bobby Farrelly, Peter Farrelly",Ben Stiller,Michelle Monaghan,Jerry Stiller,Malin Akerman,Stephanie Courtney,United States,Unknown,Unknown,01-05-2020,2007,R,116 min,Comedies,Romantic Movies,Unknown,"Ben Stiller stars as a newlywed who marries a dreamy woman, only to learn on their honeymoon that she's a total nightmare.",2020
s2594,Movie,Thomas & Friends: Marvelous Machinery: A New Arrival,Joey So,Joseph May,Keith Wickham,Yvonne Grundy,Jules De Jongh,Rachael Louise Miller,Unknown,Unknown,Unknown,01-05-2020,2020,TV-Y,23 min,Children & Family Movies,Unknown,Unknown,"With a technology fair in Sodor, Thomas and the Steam Team tackle a flurry of tasks — but can they complete their deliveries before the grand opening?",2020
s2595,Movie,Thomas & Friends: Marvelous Machinery: World of Tomorrow,Joey So,Joseph May,Keith Wickham,Yvonne Grundy,Matt McCooey,Joe Swash,Unknown,Unknown,Unknown,01-05-2020,2020,TV-Y,23 min,Children & Family Movies,Unknown,Unknown,"Amid special demonstrations in Sodor, Thomas and the gang worry they'll be replaced by new inventions until a mission shows how useful they really are.",2020
s2596,Movie,Thomas & Friends: Thomas and the Royal Engine,Joey So,Rosamund Pike,Joseph May,Keith Wickham,Sharon Miller,Jules De Jongh,Unknown,Unknown,Unknown,01-05-2020,2020,TV-Y,23 min,Children & Family Movies,Unknown,Unknown,An invitation from the Queen sends Thomas and the crew to London as they weave through delays and debacles while racing to a royal celebration.,2020
s2597,Movie,What a Girl Wants,Dennie Gordon,Amanda Bynes,Colin Firth,Kelly Preston,Eileen Atkins,Anna Chancellor,United States,United Kingdom,Unknown,01-05-2020,2003,PG,105 min,Children & Family Movies,Comedies,Unknown,"In search of the father she's never met, the daughter of a bohemian American woman heads to Europe and finds that her dad is an uptight politician.",2020
s2598,Movie,Dangerous Lies,Michael M. Scott,Camila Mendes,Jessie T. Usher,Jamie Chung,Cam Gigandet,Sasha Alexander,United States,Unknown,Unknown,30-04-2020,2020,TV-14,97 min,Thrillers,Unknown,Unknown,"A broke caregiver unexpectedly inherits her patient's estate, but dark secrets swirl around her newfound wealth, tangling her in deceit and danger.",2020
s2599,TV Show,DRIFTING DRAGONS,Unknown,Tomoaki Maeno,Sora Amamiya,Soma Saito,Kana Hanazawa,Junichi Suwabe,Japan,Unknown,Unknown,30-04-2020,2020,TV-14,1 Season,Anime Series,International TV Shows,Unknown,"Dragons are on the menu as the crew of the airship Quin Zaza sets out on a hunt. If they fail, empty stomachs will be the least of their worries.",2020
s2600,TV Show,El señor de los Cielos,Unknown,Rafael Amaya,Ximena Herrera,Robinson Díaz,Raúl Méndez,Gabriel Porras,United States,Mexico,Colombia,30-04-2020,2019,TV-MA,7 Seasons,Crime TV Shows,International TV Shows,Spanish-Language TV Shows,Only Aurelio Casillas can fill Pablo Escobar's shoes and become Mexico's biggest drug trafficker of the '90s.,2020
s2601,TV Show,Good Witch,Unknown,Catherine Bell,Bailee Madison,Rhys Matthew Bond,James Denton,Catherine Disher,United States,Canada,Unknown,30-04-2020,2019,TV-PG,5 Seasons,TV Dramas,TV Sci-Fi & Fantasy,Unknown,"Raising her daughter in a small town, an enchanting widow with magical powers provokes the interest and exasperation of a skeptical big-city doctor.",2020
s2602,Movie,Rich in Love,Bruno Garotti,Danilo Mesquita,Giovanna Lancellotti,Jaffar Bambirra,Lellê,Ernani Moraes,Brazil,Unknown,Unknown,30-04-2020,2020,TV-14,105 min,Comedies,International Movies,Romantic Movies,"Rich kid Teto is determined to prove himself to Paula, his love interest. But when he tells her he grew up poor, the lie spins out of control.",2020
s2603,TV Show,The Forest of Love: Deep Cut,Sion Sono,Kippei Shiina,Shinnosuke Mitsushima,Kyooko Hinami,Eri Kamataki,Young Dais,Japan,Unknown,Unknown,30-04-2020,2020,TV-MA,1 Season,Crime TV Shows,International TV Shows,TV Dramas,Nothing's as it seems when a charismatic conman and an aspiring film crew delve into the lives of two emotionally scarred women.,2020
s2604,TV Show,The Victims' Game,"David Chuang, Chen Kuan-chung",Joseph Chang,Hsu Wei-ning,Jason Wang,Ruby Lin,Moon Lee,Taiwan,Unknown,Unknown,30-04-2020,2020,TV-MA,1 Season,Crime TV Shows,International TV Shows,TV Dramas,"After discovering his estranged daughter's link to mysterious murders, a forensic detective with Asperger's syndrome risks everything to solve the case.",2020
s2605,Movie,A Secret Love,Chris Bolan,Unknown,Unknown,Unknown,Unknown,Unknown,United States,Unknown,Unknown,29-04-2020,2020,TV-14,83 min,Documentaries,LGBTQ Movies,Unknown,"Amid shifting times, two women kept their decades-long love a secret. But coming out later in life comes with its own set of challenges.",2020
s2606,Movie,Ekşi Elmalar,Yılmaz Erdoğan,Yılmaz Erdoğan,Farah Zeynep Abdullah,Songül Öden,Şükran Ovalı,Devrim Yakut,Turkey,Unknown,Unknown,29-04-2020,2016,TV-PG,109 min,Dramas,International Movies,Unknown,"In an eastern Turkish town, suitors knock on the door of the mayor and father of three beautiful daughters who choose to follow their own paths.",2020
